SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
19072,191862,2020,2020-001,Due date was during COVID shutdown and procedures were not in place to ensure the timely filing of the single audit reporting package and data collection form to the FAC.  Management concurs with the finding.  Additional procedures will be established to help ensure timely filing of the single audit reporting package and data collection form to the FAC.,N,876576,1,,
20923,183173,2020,2020-002,"Views of responsible officials and planned corrective actions: Management concurs with the
finding.
Explanation of disagreement with audit finding: Management concurs with the finding.
Actions planned in response to finding: In response to previous audit findings, the Office of
Records and Registration has already taken the following actions to ensure timely reporting:
• Continuous conversations between the Data Specialist, Registrar, and Associate
Registrars regarding enrollment data integrity and reporting requirements
• Using reporting tools to monitor and/or confirm student statuses
• Increased collaboration with the National Student Clearinghouse to create a reporting
schedule that ensures compliance
These actions were implemented during the 2019-2020 academic year, which resulted in a
documented decrease in the number of students whose statuses were not reported in a timely
fashion.
This specific finding was related to a software update that was not implemented by the Enterprise
Technology (ET) division in a timely manner. As a result, this student’s status change was
reported significantly late. Had the software been updated when it was released (prior to the Fall
2019 semester), we anticipate that this student’s enrollment status would have been reported on
time.
Responsible Party: Registrar
Planned completion date for corrective action plan: April 2021
Plan to monitor completion of corrective action plan: The office of Records and Registration
will continue to partner with Enterprise Technology to monitor software updates related to
reporting. The Registrar will monitor the weekly Ellucian “What’s New” updates to determine
whether a reporting-related update has been released, and will coordinate with ET to test and
implement accordingly. Additionally, the Data Analyst will be notified by the Registrar or Associate
Registrars when a reporting-related update is expected.",N,876374,1,,
31441,192173,2020,2020-002,"FINDING 2020-002: Child Nutrition Cluster – Internal Controls
Contact Person Responsible for Corrective Action: Greg Hunt, Assistant Superintendent for Business & Operations
Contact Phone Number: (219) 362-7056
Views of Responsible Official:
We concur with the finding that we were unable to provide proof that we were reviewing and verifying food service
eligibility applications and approved school food prices within the software.
Description of Corrective Action Plan:
Meal applications will be processed and reviewed by the Food Service Office Coordinator. Every 5th application will be
checked to verify the status of the application by the Food Service Director. The application will be initialed and dated
after completion of the review. A spreadsheet will be completed after each application is reviewed. It will include the
application number, name of the student on the application, the application status, the date it was checked and the initials
of the Food Service Director. (See attached copy of the spreadsheet.)
The meal pricing will be entered into the software. The Food Service Office Coordinator will print the meal prices from the
software and check them against the student and adult prices for the current school year. The coordinator will initial and
date the printout before the Food Service Director reviews and initials as well.
Anticipated Completion Date:
July 1, 2021",N,895014,1,,
31442,192173,2020,2020-004,"FINDING 2020-004: Special Education Cluster (IDEA) – Activities Allowed or Unallowed, Allowable Costs/Cost
Principles
Contact Person Responsible for Corrective Action: Greg Hunt, Assistant Superintendent for Business & Operations
Contact Phone Number: (219) 362-7056
Views of Responsible Official:
We concur with the finding listed.
Description of Corrective Action Plan:
Condition and Context
Each school and/or department reviews and signs their building employees time sheets and absentee reports prior to
submitting to the payroll department. The payroll department will continue to enter all of the payroll into Skyward. After
each payroll is ran, the payroll department will provide a copy of the “Labor Distribution Report for Payroll” to the Special
Education Department for review. The Director and/or Administrative Assistant will sign the copy and return it to payroll.
Payroll will keep a signed copy with each payroll distribution.
Anticipated Completion Date:
November 2021",N,895014,1,,
31439,192173,2020,2020-005,"FINDING 2020-005: Special Education Cluster (IDEA) – Earmarking
Contact Person Responsible for Corrective Action: Greg Hunt, Assistant Superintendent for Business & Operations
Contact Phone Number: (219) 362-7056
Views of Responsible Official:
We concur with the finding during the beginning of this audit period only.
Description of Corrective Action Plan:
Condition and Context
During our 2016-2018 audit, the SBoA auditor indicated that our handwritten calculations for the percentage of time spent
for nonpublic school expenditures wasn’t sufficient enough. We immediately created a spreadsheet, showed it to the
auditor and he verified that the spreadsheet is acceptable. We continue to collect the Time and Effort logs for our staff
members that work with our nonpublic school students. Proportionate share forms and Time and Effort logs are reviewed
and we also obtain dual signatures on the spreadsheets containing the percentages.
Anticipated Completion Date:
May 2019",N,895014,1,,
31440,192173,2020,2020-003,"FINDING 2020-003: Title I to Local Educational Agencies – Eligibility, Level of Effort – Maintenance of Effort,
Reporting
Contact Person Responsible for Corrective Action: Greg Hunt, Assistant Superintendent for Business & Operations
Contact Phone Number: (219) 362-7056
Views of Responsible Official:
We concur with the findings listed.
Description of Corrective Action Plan:
Eligibility
Meal applications will be processed and reviewed by the Food Service Office Coordinator. Every 5th application will be
checked to verify the status of the application by the Food Service Director. The application will be initialed and dated
after completion of the review. A spreadsheet will be completed after each application is reviewed. It will include the
application number, name of the student on the application, the application status, the date it was checked and the initials
of the Food Service Director.
The student rosters that are sent to each school by the technology employee will be reviewed and signed by each school
and then returned to technology. Corrections will be made and the report will be submitted. If the submitted report is
flagged with any errors, the school will be asked to verify and make the correction and will send their responses back to
the technology department.
After the Title I budget is approved, the grant coordinator will send a copy of the final budget to our nonpublic school to
review and approve with their signature.
Matching. Level of Effort, Earmarking and Reporting
Payroll reports will be reviewed monthly to ensure the correct personnel are being paid from each fund. After verifying the
reports the person reviewing them will sign them and maintain those records for each audit period.
The Assistant Superintendent of Business and Operations will review and sign the budget application supporting the
methodology for Title I to ensure that the corporation is not supplanting.
The Assistant Superintendent of Business and Operations and the Assistant Superintendent of Elementary (Title I
Coordinator) will review teaching positions, for all the LPCSC elementary schools, on a quarterly basis as it applies to the
needs and number of students. The staffing spreadsheet will be signed by both the Assistant Superintendent of Business
and Operations and the Assistant Superintendent of Elementary.
Anticipated Completion Date:
November 2021",N,895014,1,,
16687,117467,2020,2020-001,"Finding # 2020-001
Material Weakness
U.S. Department of Housing and Urban Development
14.267 Continuum of Care

Finding: 
Case files were missing supervisory approval supporting eligibility and case file review.

Recommendation:
Procedures should be put in place to ensure reviews are completed timely. This might include considering moving files to electronic format or further developing the process for monitoring to ensure all reviews are completed. 

Corrective Action:
Management will review and adjust the current file review policy and update it for working in a remote environment due to the impact of COVID-19.

Anticipated Completion Date:
June 30, 2021",N,862171,1,,
16688,117467,2020,2020-003,"Finding # 2020-003:
Material Weakness
U.S. Department of Housing and Urban Development
14.267 Continuum of Care

Finding:
The single audit of the subrecipient reported findings under the CFDA contract passed through from the Organization and the Organization did not take actions to resolve the findings with the subrecipients. 

Recommendation:
The auditors recommend that supervisors amend subrecipient auditing procedures to ensure proper system is in place to monitor, detect and take timely follow-up action on any issues identified in site visits and internal or external audits. The Organization might consider a control checklist/sheet and/or set of questionnaires to ensure that all compliance requirements have been considered.

Corrective Action:
Management is working with both the Finance and Management of the subrecipient to finalize the subrecipient monitoring activities based on their fiscal year 2020 single audit.

Anticipated Completion Date: 
February 28, 2021
",N,862171,1,,
16689,117467,2020,2020-002,"Finding # 2020-002
Significant Deficiency
U.S. Department of Housing and Urban Development
14.267 Continuum of Care

Finding:
The Organization held funds in excess of program disbursements related to prior periods.

Recommendation:
The Organization should request a fund draw after programmatic disbursements are made to ensure accurate amounts are requested. The Organization has modified the process during the fiscal year and identified funds overdrawn from prior period.

Corrective Action:
Management has made the disbursement of all prior grant period amounts held in excess to the grantor and all draw requests are made subsequent to programmatic disbursements.

Anticipated Completion Date:
December 10, 2020
",N,862171,1,,
33372,176876,2020,2020-001,"Views of responsible officials and planned corrective action plan: Management agrees with the finding and will implement the aforementioned recommendations. The Authority would like to note that the deposits made to the Reserve for Replacement during the audit period were based on a prior budget. Once the Authority realized there had been a new budget put in place, they deposited a catch-up in January 2021 to cover the shortage. Ms. Jennifer M. Ellis, Executive Director, was designated to be responsible for implementing this corrective action by December 31, 2021.",N,918267,1,,
