ID,AUDITYEAR,DBKEY,ELECAUDITSID,PASSTHROUGHNAME,PASSTHROUGHID
4315502,2020,119557,33130915,CALIFORNIA DEPARTMENT OF HEALTH SERVICES,15-10053 A03
4315501,2020,119557,33130914,CALIFORNIA DEPARTMENT OF HEALTH SERVICES,15-10053 A03
4315503,2020,119557,33130928,CALIFORNIA DEPARTMENT OF HEALTH SERVICES,18-10896
4315504,2020,119557,33130929,CALIFORNIA DEPARTMENT OF HEALTH SERVICES,16-10864
4315505,2020,119557,33130930,CALIFORNIA DEPARTMENT OF HEALTH SERVICES,COVID 19-11145
3976097,2020,130477,32534978,ARIZONA DEPARTMENT OF EDUCATION,19FCTDBG-911221-08A
3976079,2020,130477,32534924,NATIONAL SCIENCE FOUNDATION,UNKNOWN
3976096,2020,130477,32534948,ARIZONA DEPARTMENT OF EDUCATION,19FT1TTI-911221-01A
3976095,2020,130477,32534942,U.S. SMALL BUSINESS ADMINISTRATION,SBAHQ20C0012
3692284,2020,135700,32142373,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20560
3692287,2020,135700,32142381,STATE DEPARTMENT OF TRANSPORTATION,12062-DOT57513-20559
3692288,2020,135700,32142383,STATE DEPARTMENT OF TRANSPORTATION,12062-DOT57513-22600
3692290,2020,135700,32142387,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20679-2019
3692291,2020,135700,32142388,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20679-2020
3692297,2020,135700,32142394,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20983-2020
3692299,2020,135700,32142396,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20858-2019
3692289,2020,135700,32142384,STATE DEPARTMENT OF TRANSPORTATION,12062-DOT57513-22091
3692295,2020,135700,32142392,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20977-2020
3692300,2020,135700,32142397,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20858-2020
3692302,2020,135700,32142399,STATE DEPARTMENT OF PUBLIC HEALTH,12060-DPH48558-22664
3692305,2020,135700,32142403,STATE OFFICE OF POLICY AND MANAGEMENT,12060-OPM20350-21921
3692285,2020,135700,32142374,STATE DEPARTMENT OF HOUSING,12060-DOH46930-20730
3692293,2020,135700,32142390,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-20977-2019
3692283,2020,135700,32142372,STATE DEPARTMENT OF EDUCATION,
3979911,2020,135700,32540308,STATE DEPARTMENT OF LABOR,
3979992,2020,135700,32540399,STATE DEPARTMENT OF PUBLIC HEALTH,12060-DPH48557-29551
3979881,2020,135700,32540277,STATE DEPARTMENT OF EDUCATION,12060-SDE64370-29576
