ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1267881,1029642017,2017,102964,12/31/2017 00:00:00,S,A,,N,742459189,,N,,"OPERATION LIFESAVER, INC.",425 THIRD STREET SW SUITE 915,,WASHINGTON,DC,20024,WENDE CORCORAN,INTERIM EXECUTIVE DIRECTOR,7035198267,,WCORCORAN@OLI.ORG,09/28/2018 17:00:51,WENDE CORCORAN-INTERIM PRESIDENT,"RUBINO AND COMPANY, CHARTERED",6903 ROCKLEDGE DRIVE,,BETHESDA,MD,208171818,PATRICK CURTIS,SHAREHOLDER,7035198267,,PCURTIS@RUBINO.COM,09/28/2018 16:03:27,,O,,U,N,N,Y,N,U,750000,N,,1647683,,N,N,N,Y,Y,N,,20,09/28/2018 00:00:00,10/04/2018 01:30:21,,N,908,1,x20,09/28/2018 00:00:00,,N,WENDE CORCORAN,INTERIM PRESIDENT,09/28/2018 00:00:00,521186096,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2017 00:00:00,,,,
1254940,2408642017,2017,240864,12/31/2017 00:00:00,S,A,,N,900887510,,N,,CHG - OAKLAND CITY LLC GA06A003002,"520 PIKE STREET, SUITE 1004",,SEATTLE,WA,98101,SHANNON WOODARD,CONTROLLER,2065128903,,SWOODARD@INTEGRAPROP.COM,05/08/2018 13:27:06,SHANNON WOODARD-CONTROLLER,CARTER & COMPANY CPA LLC,"543 HARBOR BLVD, SUITE 201",,DESTIN,FL,32541,DAVID BELL,AUDIT PARTNER,8506500125,,DAVID@CARTERCPA.NET,04/10/2018 09:24:09,,O,,U,N,N,N,N,U,750000,Y,,1027949,,N,N,N,N,N,N,,14,05/09/2018 00:00:00,05/11/2018 01:30:21,,N,888,1,x00,05/09/2018 00:00:00,,N,SHANNON WOODARD,CONTROLLER,05/09/2018 00:00:00,582646754,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2017 00:00:00,,,,
1221621,390552017,2017,39055,05/31/2017 00:00:00,S,A,,N,311025386,,N,163788441,"LAFONTAINE CENTER, INC. 073-EH187",911 NORTH STUDEBAKER ROAD,,LONG BEACH,CA,90815,CHRISTOPHER PURCELL,CONTROLLER,5622575100,,CHRISTOPHER.PURCELL@RHF.ORG,09/26/2017 19:40:29,CHRISTOPHER PURCELL-CONTROLLER,"DAUBY O'CONNOR & ZALESKI, LLC","501 CONGRESSIONAL BLVD., SUITE 300",,CARMEL,IN,46032,JACOB T. BUEHLER,MEMBER,3178485700,,JBUEHLER@DOZ.NET,09/28/2017 10:01:51,,O,,U,N,N,N,N,U,750000,Y,,2153589,,N,N,N,N,N,N,,14,09/28/2017 00:00:00,09/29/2017 08:45:26,,N,903,1,x00,09/28/2017 00:00:00,,N,CHRISTOPHER PURCELL,CONTROLLER,09/28/2017 00:00:00,351750664,N,,N,N,,,,,Non-profit,UG,,,,,,06/01/2016 00:00:00,,,,
1245369,681012017,2017,68101,06/30/2017 00:00:00,S,A,,N,440605373,,N,073067480,THE CHILDREN'S MERCY HOSPITAL,2401 GILLHAM RD,,KANSAS CITY,MO,64108,SARAH KLUESENER,SENIOR MANAGER RESEARCH ACCOUNTING,8167011322,,SKLUESENER@CMH.EDU,03/22/2018 12:00:39,MARY TOMLINSON-VICE PRESIDENT,KPMG LLP,"1000 WALNUT, SUITE 1100",,KANSAS CITY,MO,64106,CASSANDRA MESCHKE,MANAGING DIRECTOR,8168025633,,CMMESCHKE@KPMG.COM,03/21/2018 22:35:21,,O,,U,N,N,N,N,U,750000,Y,,8333667,,N,N,N,N,N,N,,93,03/22/2018 00:00:00,03/24/2018 01:30:21,,N,902,1,x00,03/22/2018 00:00:00,,N,MARY TOMLINSON,VICE PRESIDENT,03/22/2018 00:00:00,135565207,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2016 00:00:00,,,,
1258957,1364882017,2017,136488,12/31/2017 00:00:00,S,A,,N,591316716,,N,027067651,ALACHUA COUNTY HOUSING AUTHORITY,703 NE FIRST STREET,,GAINESVILLE,FL,32601,KEN ARMSTRONG,EXECUTIVE DIRECTOR,3523722549,,KORI@ACHA-FL.COM,06/04/2018 14:26:54,KORI ALLEN-CFO,"MALCOLM JOHNSON & COMPANY, P.A.",P.O. BOX 530848,,DEBARY,FL,327530848,MALCOLM P. JOHNSON,PRESIDENT,3866686464,,MALCOLMJOHNSON@MPINET.NET,06/04/2018 14:31:33,,O,,U,N,N,N,N,U,750000,N,,8914406,,N,N,N,N,N,N,,14,06/04/2018 00:00:00,06/06/2018 01:30:21,,N,403,1,x00,06/04/2018 00:00:00,,N,KORI ALLEN,CFO,06/04/2018 00:00:00,593382992,N,,N,N,,,,,Local government,UG,,,,,,12/31/2016 00:00:00,,,,
1237843,2328032017,2017,232803,06/30/2017 00:00:00,S,A,,N,256008305,,N,,WILMINGTON AREA SCHOOL DISTRICT,300 WOOD STREET,,NEW WILMINGTON,PA,16142,JOSHUA LATORE,BUSINESS MANAGER,7246568866,,LATORE@WASD.SCHOOL,12/13/2017 11:59:26,JOSHUA LATORE-BUSINESS MANAGER,"MCGILL, POWER, BELL & ASSOCIATES, LLP",1446 LIBERTY STREET,,FRANKLIN,PA,16323,JOY S. STRAIN,PARTNER,8144379568,,JSTRAIN@MPBCPA.COM,12/13/2017 12:01:58,,O,,U,N,N,N,N,U,750000,N,,893645,,N,N,N,N,N,N,,84,12/13/2017 00:00:00,12/15/2017 10:34:54,,N,505,1,x00,12/13/2017 00:00:00,,N,JOSHUA LATORE,BUSINESS MANAGER,12/13/2017 00:00:00,251031405,N,,N,N,,,,,Local government,UG,,12/19/2017 10:24:47,12/21/2017 10:04:34,,N,07/01/2016 00:00:00,,,,
1233768,1565432017,2017,156543,06/30/2017 00:00:00,S,A,,N,226088440,,N,069884633,ROWAN COLLEGE AT GLOUCESTER COUNTY,1400 TANYARD ROAD,,SEWELL,NJ,08080,CHERYL LEWIS,SENIOR CONTROLLER,8564152223,,CLEWIS@RCGC.EDU,01/25/2018 09:41:55,"CHERY LEWIS-EXECUTIVE DIRECTOR, FINANCIAL SERVICES",BOWMAN & COMPANY LLP,601 WHITE HORSE ROAD,,VOORHEES,NJ,08043,CAROL A. MCALLISTER,PARTNER,8568216864,,CMCALLISTER@BOWMANLLP.COM,01/25/2018 09:33:17,,O,,U,N,N,N,N,U,750000,Y,,21425438,,N,N,N,N,N,N,,84,01/25/2018 00:00:00,01/26/2018 08:17:20,,N,104,1,x00,01/25/2018 00:00:00,,N,CHERY LEWIS,"EXECUTIVE DIRECTOR, FINANCIAL SERVICES",01/25/2018 00:00:00,210658561,N,,N,N,,,,,Institution of higher education (IHE),UG,00690100,02/02/2018 11:22:02,02/08/2018 07:42:37,N,B,07/01/2016 00:00:00,,,,
1230391,1505972017,2017,150597,06/30/2017 00:00:00,S,A,,N,386004188,,N,193291192,REDFORD UNION SCHOOL DISTRICT #1,17715 BRADY STREET,,REDFORD,MI,48240,GREG MCINTYRE,ASST SUPERINTENDENT OF BUSINESS,3132426009,,MCINTYG@REDFORDU.K12.MI.US,11/01/2017 09:58:55,GREGORY R. MCINTYRE-ASSISTANT SUPERINTENDENT,"YEO & YEO, P.C.","691 N. SQUIRREL RD., SUITE 100",,AUBURN HILLS,MI,48326,"ALAN D. PANTER, CPA",PRINCIPAL,2482390900,,ALAPAN@YEOANDYEO.COM,11/01/2017 09:50:10,,O,,U,Y,Y,Y,N,U,750000,N,,4389271,,N,N,N,Y,N,N,,84,11/03/2017 00:00:00,11/06/2017 11:22:58,,N,505,1,x00,11/03/2017 00:00:00,,N,GREGORY R. MCINTYRE,ASSISTANT SUPERINTENDENT,11/03/2017 00:00:00,382706146,Y,,Y,N,,,,,Local government,UG,,11/07/2017 09:08:26,11/09/2017 08:25:04,,N,07/01/2016 00:00:00,,,,
1241395,2378712017,2017,237871,06/30/2017 00:00:00,S,A,,N,066002017,,N,039622089,"TOWN OF ESSEX, CONNECTICUT",29 WEST AVENUE,,ESSEX,CT,064261140,KELLY STERNER,DIRECTOR OF FINANCE,8607674340,,KSTERNER@ESSEXCT.GOV,01/05/2018 12:53:44,KELLY STERNER-DIRECTOR OF FINANCE,MAHONEY SABOL & COMPANY LLP,180 GLASTONBURY BOULEVARD,,GLASTONBURY,CT,060334439,JENNIFER HAWKINS,PARTNER,8605412000,,JHAWKINS@MAHONEYSABOL.COM,01/04/2018 13:22:56,,O,,U,N,N,N,N,U,750000,Y,,995111,,N,N,N,N,N,N,,84,01/05/2018 00:00:00,01/08/2018 13:17:28,,N,888,1,x00,01/05/2018 00:00:00,,N,KELLY STERNER,DIRECTOR OF FINANCE,01/05/2018 00:00:00,061289571,N,,N,N,,,,,Local government,UG,,01/09/2018 13:44:34,01/11/2018 13:16:22,N,G,07/01/2016 00:00:00,,,,
1266540,1996942017,2017,199694,12/31/2017 00:00:00,S,A,,N,316400081,,N,154171375,NOBLE COUNTY,200 COURTHOUSE SQUARE,,CALDWELL,OH,43724,PEGGY DAVIS,COUNTY AUDITOR,7407324044,,PDAVIS@NOBLECOUNTYOHIO.GOV,07/02/2019 13:49:32,PEGGY DAVIS-AUDITOR,"KEITH FABER, AUDITOR OF STATE OF OHIO",88 EAST BROAD STREET,,COLUMBUS,OH,43215,SHANE STATLER,CHIEF AUDITOR,7405943300,,DCF-SOUTHEAST@OHIOAUDITOR.GOV,07/02/2019 11:13:59,,O,,U,N,N,Y,N,U,750000,Y,,2013973,,N,N,N,N,N,N,,93,07/02/2019 00:00:00,07/04/2019 01:30:40,,N,100,1,x00,07/02/2019 00:00:00,,N,PEGGY DAVIS,AUDITOR,07/02/2019 00:00:00,311334820,N,,N,N,,,,,Local government,UG,,,,,,01/01/2017 00:00:00,,,,US
