ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1219429,588172016,2016,58817,12/31/2016 00:00:00,S,A,,N,390827320,,N,086178951,"FAMILY SERVICES OF NORTHEAST WISCONSIN, INC.",300 CROOKS STREET ,,GREEN BAY,WI,54301,JOE FERRARO,CHIEF FINANCIAL OFFICER,9204364360,,JFERRARO@FAMILYSERVICESNEW.ORG,07/20/2017 10:12:44,JOE FERRARO-CHIEF FINANCIAL OFFICER,WIPFLI LLP,10000 INNOVATION DRIVE SUITE 250,,MILWAUKEE,WI,53226,DAVID GLOBIG,PARTNER,4144319329,,DGLOBIG@WIPFLI.COM,07/20/2017 09:59:41,,O,,U,N,N,N,N,U,750000,Y,,4817128,,N,N,N,N,N,N,,14,07/20/2017 00:00:00,07/21/2017 08:05:41,,N,908,1,x00,07/20/2017 00:00:00,,N,JOE FERRARO,CHIEF FINANCIAL OFFICER,07/20/2017 00:00:00,390758449,N,,N,N,,,,,Non-profit,UG,,07/21/2017 08:28:47,07/27/2017 11:21:19,,N,01/01/2016 00:00:00,,,,
1219852,1451442016,2016,145144,12/31/2016 00:00:00,S,A,,N,486043317,,N,045263143,"CITY OF COFFEYVILLE, KANSAS",P.O. BOX 1629,,COFFEYVILLE,KS,67337,STEPHANIE RICHARDSON,FINANCE DIRECTOR,6202526103,,SRICHARDSON@COFFEYVILLE.COM,07/18/2017 10:09:15,STEPHANIE RICHARDSON-FINANCE DIRECTOR,"JARRED, GILMORE & PHILLIPS, PA","1815 S. SANTA FE, P.O. BOX 779",,CHANUTE,KS,667200779,NEIL L PHILLIPS,AUDITOR IN CHARGE,6204316342,,NPHILLIPS@JGPPA.COM,07/17/2017 15:17:39,,O,,S,N,N,N,N,U,750000,N,,869770,,N,N,N,N,N,N,,66,07/18/2017 00:00:00,07/19/2017 08:42:10,,N,200,1,x00,07/18/2017 00:00:00,,N,STEPHANIE RICHARDSON,FINANCE DIRECTOR,07/18/2017 00:00:00,203906022,N,,N,N,REGULATORY,N,U,,Local government,UG,,,,,,01/01/2016 00:00:00,,,,
1198491,1887562016,2016,188756,06/30/2016 00:00:00,S,A,,N,216000746,,N,142302152,HOUSING AUTHORITY OF THE CITY OF LONG BRANCH,2 HOPE LANE,,LONG BRANCH,NJ,07740,CINDY TOY,CFO,7322223747,,,01/03/2017 08:35:50,CINDY TOY-CFO,"HYMANSON, PARNES & GIAMPAOLO",467 MIDDLETOWN-LINCROFT RD,,LINCROFT,NJ,077381123,ANTHONY GIAMPAOLO,AUDIT PARTNER,7328424550,,,12/30/2016 09:33:43,,O,,U,N,N,N,N,U,750000,Y,,13486838,,N,N,N,N,N,N,,14,01/03/2017 00:00:00,01/04/2017 07:31:06,,N,203,1,x00,01/03/2017 00:00:00,,N,CINDY TOY,CFO,01/03/2017 00:00:00,223554220,N,,N,N,,,,,Local government,UG,,,,,,07/01/2015 00:00:00,,,,
1192866,2229252016,2016,222925,06/30/2016 00:00:00,S,A,,N,311735372,,N,146523019,"SUNRISE HOUSE, INC.  084-HD030","1505 NE PARVIN ROAD, SUITE 1520",,KANSAS CITY,MO,641162304,FRED GIBBS,MANAGMENT AGENT,8168414898,,FRED@FKGIBBS.COM,12/05/2016 11:56:44,FRED GIBBS-MANAGING AGENT,"DAREL D. KYLE, CPA, P.A.","6750 ANTIOCH ROAD, SUITE 101",,MERRIAM,KS,662041290,DAREL D. KYLE,PRESIDENT,9136491881,,KYLESODRD@IX.NETCOM.COM,12/03/2016 14:37:53,,O,,U,N,Y,Y,N,Q,750000,Y,,1320062,,N,Y,N,Y,N,N,,14,12/05/2016 00:00:00,12/06/2016 08:37:35,,N,903,1,x14x00,12/05/2016 00:00:00,,N,FRED GIBBS,MANAGING AGENT,12/05/2016 00:00:00,481108968,Y,,N,N,,,,,NON-PROFIT,UG,,,,,,07/01/2015 00:00:00,,,,
1218208,2262952016,2016,226295,12/31/2016 00:00:00,S,A,,N,560624468,,N,078328853,"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER ST. PETERSBURG, INC.","600 1ST AVENUE NORTH, SUITE 201",,ST. PETERSBURG,FL,33701,CAROLINE BLOODWORTH,DIRECTOR OF FINANCE,7278950382,,CBLOODWORTH@STPETEYMCA.ORG,06/28/2017 10:50:13,CAROLINE BLOODWORTH-DIRECTOR OF FINANCE,CHERRY BEKAERT LLP,"401 E. JACKSON STREET, SUITE 1200",,TAMPA,FL,33602,JOHN GILBERTO ,PARTNER,8132511010,,JGILBERTO@CBH.COM,06/28/2017 09:25:11,,O,,U,N,N,N,N,U,750000,N,,805751,,N,N,N,N,N,N,,14,06/28/2017 00:00:00,06/29/2017 14:58:35,,N,908,1,x00,06/28/2017 00:00:00,,N,CAROLINE BLOODWORTH,DIRECTOR OF FINANCE,06/28/2017 00:00:00,560574444,N,,N,N,,,,,Non-profit,UG,,06/30/2017 10:07:23,07/06/2017 08:38:03,N,G,01/01/2016 00:00:00,,,,
1186105,26262016,2016,2626,05/31/2016 00:00:00,S,A,,N,042111203,,Y,957301450,CLARK UNIVERSITY,950 MAINT STREET,,WORCESTER,MA,016101477,TAMMY HEARNLAYE,ASSOCIATE CONTROLLER,5087937297,,THEARNLAYE@CLARKU.EDU,10/07/2016 10:34:11,KATHERINE CANNON-ASSISTANT TREASURER/CONTROLLER,GRANT THORNTON,75 STATE STREET,,BOSTON,MA,021099997,JENNIFER DUPRE,PARTNER,6178483640,,JENNIFER.DUPRE@US.GT.COM,10/11/2016 08:17:55,,O,,U,N,N,N,N,U,750000,Y,,20465309,,N,N,N,N,Y,N,,84,10/11/2016 00:00:00,10/12/2016 08:21:00,,N,904,1,x93x47x43x16x00,10/11/2016 00:00:00,,N,KATHERINE CANNON,ASSISTANT TREASURER/CONTROLLER,10/11/2016 00:00:00,366055558,N,,N,N,,,,,INSTITUTION OF HIGHER EDUCATION (IHE),UG,00213900,10/12/2016 09:19:33,10/13/2016 08:46:59,N,B,06/01/2015 00:00:00,,,,
1220696,2451092016,2016,245109,12/31/2016 00:00:00,S,A,,N,753151494,,N,860122675,YMCA OF METRO CHICAGO FOUNDATION FOR HARVEY II IL06S021002/071EE174,166 W. 151ST ST.,,HARVEY,IL,60426,JULIE BURKE,"TREASURER, ASSISTANT SECRETARY",3129321236,,JBURKE@YMCACHICAGO.ORG,08/02/2017 15:50:47,JULIE BURKE-EVP AND CFO,COHNREZNICK,200 S. WACKER DR #2600,,CHICAGO,IL,60606,KRISTY MAES,MANAGER,3125085812,,KRISTY.MAES@COHNREZNICK.COM,08/07/2017 11:15:22,,O,,U,N,N,N,N,U,750000,Y,,8996330,,N,N,N,N,N,N,,14,08/07/2017 00:00:00,08/08/2017 11:26:03,,N,888,1,x00,08/07/2017 00:00:00,,N,JULIE BURKE,EVP AND CFO,08/07/2017 00:00:00,221478099,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2016 00:00:00,,,,
1216394,2345762016,2016,234576,09/30/2016 00:00:00,S,A,,N,650221820,,N,,GREATER MIAMI SERVICE CORPS,810 NORTHWEST 28TH STREET,,MIAMI,FL,33127,MARILYN BATSON,FISCAL OFFICER,3056384672,,MBATSON@GMSCMIAMI.COM,06/08/2017 14:20:29,MARILYN BATSON-FISCAL DIRECTOR,"RLMOLINA, LLC.","4000 HOLLYWOOD BOULEVARD, STE 555-SOUTH",,HOLLYWOOD,FL,33021,RUDOLPH LARRIMORE,MANAGING PARTNER,3056073399,,RUDY@RLMOLINA.COM,06/05/2017 14:08:25,,O,,U,N,N,N,Y,U,750000,Y,,1377883,,N,N,N,N,N,N,,17,06/08/2017 00:00:00,06/09/2017 08:28:45,,N,909,1,x00,06/08/2017 00:00:00,,N,MARILYN BATSON,FISCAL DIRECTOR,06/08/2017 00:00:00,272868892,N,,N,N,,,,,Non-profit,UG,,,,,,10/01/2015 00:00:00,,,,
1215435,1200682016,2016,120068,12/31/2016 00:00:00,S,A,,N,942494749,,N,,"PRESIDENT JAMES MADISON MANOR, INC. 136-11069",5105 MANZANITA AVENUE,,CARMICHAEL,CA,95068,CAREY HOWELL,ASSISTANT TREASURER,9163340810,,CAREY.HOWELL@ESKATON.ORG,05/18/2017 14:03:35,CAREY HOWELL   -ASSISTANT TREASURER,NICHOLSON & OLSON CPAS  ,"729 SUNRISE AVENUE, SUITE 303",,ROSEVILLE ,CA,95661,CHARLES NICHOLSON     , PARTNER,9167867997,,CHUCK@NICHOLSONOLSON.COM,05/17/2017 19:32:17,,O,,U,N,N,N,N,U,750000,N,,5143449,,N,N,N,N,N,N,,14,05/18/2017 00:00:00,05/19/2017 11:29:54,,N,903,1,x00,05/18/2017 00:00:00,,N,CAREY HOWELL   ,ASSISTANT TREASURER,05/18/2017 00:00:00,942771548,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2016 00:00:00,,,,
1190272,500602016,2016,50060,06/30/2016 00:00:00,S,A,,N,363157451,,N,103608170,INSTITUTE FOR CLINICAL SOCIAL WORK,"401 SOUTH STATE STREET, SUITE 822",,CHICAGO,IL,606051229,SEBASTIEN BEAUDET,DIRECTOR OF STUDENT FINANCIAL SERVICES,3129354234,,SBEAUDET@ICSW.EDU,11/07/2016 10:37:58,SEBASTIEN BEAUDET-DIRECTOR OF STUDENT FINANCIAL SERVICES,"SELDEN FOX, LTD.",619 ENTERPRISE DRIVE,,OAK BROOK,IL,60523,JOSEPH G. MEYER,VICE PRESIDENT,6309541400,,MEYER@SELDENFOX.COM,11/07/2016 10:47:49,,O,,U,N,N,N,N,U,750000,N,,796855,,N,N,N,N,N,N,,84,11/07/2016 00:00:00,11/08/2016 08:07:20,,N,904,1,x00,11/07/2016 00:00:00,,N,SEBASTIEN BEAUDET,DIRECTOR OF STUDENT FINANCIAL SERVICES,11/07/2016 00:00:00,362985770,N,,N,N,,,,,NON-PROFIT,UG,02573700,11/09/2016 13:58:36,11/10/2016 07:39:37,N,S,07/01/2015 00:00:00,,,,
