SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
37761,204281,2021,2021-001,"U.S. Department of Agriculture – Passed-through the NYS Education Department
Summer Food Service Program for Children (Cash Assistance); Assistance Listing Number 10.559; Grant Period – Fiscal Year Ended June 30, 2021

Significant Deficiency
Criteria: According to 2 CFR section 200.305(b)(5), when non-federal entities are funded under the reimbursement method, the entity should pay for costs for which reimbursement was requested prior to the date of the reimbursement request.

Condition: During our audit, we noted the monthly claims for reimbursement are not compared to reports from the point of sale (“POS”) system by an individual other than the preparer of the claims report prior to submission.

Cause: A second review of the monthly claims for reimbursement was not performed by an individual other than the preparer prior to submission. The same individual prepares and submits the monthly claims for reimbursement. A second review of monthly claims for reimbursement prior to submission will provide additional assurance that claims are based on actual meals served.

Effect: Claims for reimbursement may not be accurately reported; as a result, payments received may not be based on actual meals served.

Recommendation: We recommend that the District have an individual other than the preparer of the claims report review the reports from the POS system prior to submission to verify that the number of meals claimed is based on actual meals served.

District’s Response: The District’s response is included in their corrective plan.    
",N,932471,1,,
34918,252670,2021,2021-002,"Finding 2021-002: Subrecipient Monitoring

Federal Programs: All Programs

Criteria: The Foundation, as a pass-through entity, is required under 2 CFR § 200.332(d) to ""Evaluate each subrecipient's risk of noncompliance with Federal statutes, regulations, and the terms and conditions of the subaward for purposes of determining the appropriate subrecipient monitoring"". 

Condition: During our current year compliance testing under Uniform Guidance requirements, while we noted that subrecipient was approved by the grantor, we noted certain monitoring practices were not in compliance. 

Cause: The Foundation did not adhere to its subrecipient monitoring policy in that it failed to perform the prescribed monitoring procedures throughout the fiscal year.

Effect or Potential Effect: Without adequate subrecipient monitoring, the Foundation becomes at risk that noncompliance could take place with the Federal funding they receive and pass-through to subrecipients, thereby making costs or activities unallowable with the potential for funding to be required to be repaid to the Federal Government.

Questioned Costs: Undetermined.

Context: The Foundation failed to perform and/or properly document its due diligence with respect to these requirements. The issue is considered systemic in nature.

Recommendation: In order to ensure this condition is mitigated in the future, we believe the Foundation should implement certain enhancements with respect to monitoring of its subgrantee that value in ensuring it has exercised timely due diligence with respect to its grant making process. Following are our recommendations (of activities/documents that should be performed/ maintained by the accounting team, in the Finance office):

An evaluation of the financial (and programmatic) risk associated with the intended recipient for the purpose of determining the expected level of oversight during the grant period.
Documentation of the grantee’s internal controls, accounting system, sophistication of financial personnel.
A regularly documented review process with respect to periodic financial reports received from grantees, with a reconciliation of cumulative cash sent against cash reports (and any bank statements) furnished by the grantee. 
Payment requests made by grantees should be accompanied by supporting documentation such as profit and loss statement for the grant period, and receipts.
Receipt of the grantee’s annual audit reports, if available (to ensure there are no weaknesses or deficiencies in internal control during the grant period).",N,924559,1,,
34919,252670,2021,2021-001,"Finding 2021-001: Accounting System

Federal Programs: All Programs

Criteria: As stated in 2 CFR Subpart D, §200.302 “Financial Management”, the non-Federal entity's (i.e. the Foundation) financial management systems, including records documenting compliance with Federal statutes, regulations, and the terms and conditions of the Federal award, must be sufficient to permit the preparation of reports required by general and program-specific terms and conditions; and the tracing of funds to a level of expenditures  adequate to establish that such funds have been used according to the Federal statutes, regulations, and the terms and conditions of the Federal award.

Condition: Our audit procedures disclosed that the Foundation currently does not have a double-entry accounting system designed to support the needs for financial reporting, as required when receiving direct Federal funding. We further noted that the Foundation used the cash basis of accounting during the year under audit. Consequently, several entries were posted to the unaudited financial statements to be in compliance with U.S. GAAP.

Cause: The Foundation did not have the adequate accounting system in place to ensure proper and accurate financial reporting.

Effect or Potential Effect: Without the adequate accounting system, there exists the potential for undetected errors or misappropriation of funds, as well as internal financial statements that are incomplete, inaccurate and unreliable.

Context: The Foundation did not have the adequate accounting system in place. The issue is considered systemic in nature.

Recommendation: While a formal accounting software package is expected to be implemented, we recommend this occur as soon as possible. The Accounting system of the Foundation must provide the following:

Identification, in its accounts, of all Federal awards received and expended and the Federal programs under which they were received. 
Accurate, current, and complete disclosure of the financial results of each Federal award or program in accordance with the reporting requirements. 
Records that identify adequately the source and application of funds for Federally-funded activities. 
Effective control over, and accountability for, all funds, property, and other assets. 
Comparison of expenditures with budget amounts for each Federal award. 

We also recommend that the implementation of the new accounting software be formalized in writing and incorporated into the accounting policies and procedures manual.",N,924559,1,,
41002,26716,2021,2021-001,"Finding 2021-001:  Matching Requirements

Social Security Administration - Work Incentives Planning and Assistance Program (ALN 96.008) Grant numbers: WIP15050413-05-00, WIP15050413-06-00, and WIP21050545-01-00 Match.

Statement of Condition: Records provided to comply with the five percent non-Federal WIPA match requirement were not based on actual costs and expected volunteer hours planned for the match requirement did not occur. 

Criteria: Per the Title 1 Chapter, Ticket to Work Incentives Improvement Act of 1999, Part C, Subpart Section 1149, awardees of Social Security Administration cooperative agreements are required to contribute a non-Federal match of at least 5 percent towards the total cost of each project.  The non-Federal share may be cash or in-kind (property or services) contributions.  

2 CFR 200.306 provides that cost sharing or matching funds must be allowable under subpart E which requires costs to be determined in accordance with generally accepted accounting principles and be adequately documented.

Cause:  Due to the continuing pandemic, the Organization cancelled planned in-person events and meetings due to COVID-19 protocols.  As a result, associated volunteer time that normally would be available to meet the five percent match did not occur.  In addition, due to turnover in personnel, the calculation of internal expenditures utilized for the match were not calculated based on the actual costs up to $16,100 based on the total contract amount.   

Effect of the Condition: Management did not provide adequate documentation to ensure that the required five percent match was met.  Non-compliance with regulations can result in questioned costs.  

Recommendation: We recommend that management recalculate match based on actual costs and alert the appropriate agency if after recalculation match has not been met.  In addition, the match should be monitored to ensure that if planned events do not occur, other sources of allowable match expenditures are identified. 

Views of Responsible Officials:  Management agrees with the finding.
",N,934034,1,,
55611,258004,2021,2021-001,"Finding 2021-001 Material Weakness in Internal Control; Material Noncompliance - Reporting 
Assistance Listing Number: 93.498 COVID-19 - Provider Relief Fund and American Rescue Plan (ARP) Rural Distribution

Federal Agency: U.S. Department of Health and Human Services

Pass-through Agency: Not applicable

Award Number / Year: Not applicable / 2020

Criteria: Non-federal entities in receipt of federal funds must comply with the requirements of 2 CFR 200.303(a), which require an entity to establish and maintain effective internal control over the federal award to ensure compliance with federal statutes, regulations, and the terms and conditions of the federal award.  Provider Relief Funds (PRF) payments must be used for allowable expenses and lost revenue described in the PRF terms and conditions and specified in guidance issued by the U.S. Department of Health and Human Services

Additionally, all recipients of PRF payments must comply with the reporting requirements described in the PRF terms and conditions and specified in directions issued by the U.S. Department of Health and Human Services. 

Condition/Context: The Health System did not complete the PRF portal reporting in accordance with the U.S. Department of Health and Human Services guidance.  During our testing of the Period 1 and Period 2 consolidated PRF reports for the Health System, we observed the following exceptions: 

•	The Health System did not submit the required stand-alone reporting for the Period 2 targeted distribution for St. Barnabas Nursing Home, Inc. related to infection control payments.  The infection control payments were instead reported on the consolidated Health System Period 2 portal submission as Other Assistance. 
•	The Health System had calculated and maintained supporting documentation for lost revenues for both Periods 1 and 2.  However, lost revenue was never reported on the Period 1 and Period 2 portal submissions as intended.
•	The expenses reported in the portal and applied to the PRF payments for Periods 1 and 2 could not be reconciled to the Health System’s records (i.e., general ledger detail). However, the combined amount of lost revenue and eligible expenses per the Health System’s records was greater than PRF payments received. 

The underlying populations and support for the Health System’s expenses and lost revenue records were subjected to testing.  The issues observed above related to inability to reconcile what was provided as part of the audit to what was submitted as part of the required reporting at the time it was completed. 

This was not a statistically valid sample. 

Effect: The amounts reported to the Health Resources and Services Administration (HRSA) were not in accordance with established U.S. Department of Health and Human Services reporting guidance.
 
Questioned Costs: Not determinable.

Cause: The person responsible for PRF portal submission reporting for Periods 1 and 2 was not properly trained and there was no formal review process in place.  

Recommendation: We recommend management perform a detailed review of the portal reporting instructions and implement a formal review process to be performed prior to submission for any future submissions that may be required.  We also recommend that management work with the federal agency to correct the Period 1 and Period 2 reporting errors through a revision to past reporting or updates via future reporting, as applicable and deemed appropriate by the federal agency official. 

Views of Responsible Officials: The person responsible for reporting within the PRF portal was not properly trained and there was no formal review process in place.  A better understanding of how to complete the PRF portal reporting has been obtained through review of the User Guide and a pre-submission review process will be implemented for future submissions.  The Health System will contact the appropriate party at the Health Resources and Services Administration to determine if an amended or corrected report can be filed.
",N,980570,1,,
42450,239098,2021,2021-001,"2021-001	The District lacked adequate internal controls for ensuring compliance with federal suspension and debarment requirements.
CFDA Number and Title:	93.323 – COVID 19 – Epidemiology and Laboratory Capacity for Infectious Diseases
Federal Grantor Name:	U.S. Department of Health and Human Services
Federal Award/Contract Number:	N/A
Pass-through Entity Name:	Washington State Department of Health
Pass-through Award/Contract Number:	CLH18237

Questioned Cost Amount:	$0

Description of Condition
The objective of the Epidemiology and Laboratory Capacity for Infectious Diseases program is to protect the public’s health and safety by enhancing the capacity of public health agencies to effectively detect, respond, prevent and control known and emerging (or reemerging) infectious diseases. During fiscal year 2021, the District spent $3,339,085 in federal funding to operate a COVID-19 testing site.
Federal regulations require recipients to establish and maintain internal controls that ensure compliance with program requirements. These controls include understanding program requirements and monitoring the effectiveness of established controls. 
Federal regulations also prohibit recipients from contracting with parties suspended or debarred from doing business with the federal government. Whenever the District contracts for goods or services expected to equal or exceed $25,000, paid all or in part with federal funds, it must verify the contractor is not suspended, debarred or otherwise excluded. The District can verify a contractor’s status by checking for exclusion records in the System for Award Management (SAM.gov), collecting a written certification from the contractor, or adding a clause or condition into the contract. The District must perform this verification before entering into the contract, and keep documentation demonstrating compliance with this federal requirement. Federal regulations also prohibit recipients from contracting with parties suspended or debarred from doing business with the federal government. Whenever the District contracts for goods or services expected to equal or exceed $25,000, paid all or in part with federal funds, it must verify the contractor is not suspended, debarred or otherwise excluded. The District can verify a contractor’s status by checking for exclusion records in the System for Award Management (SAM.gov)), collecting a written certification from the contractor, or adding a clause or condition into the contract. The District must perform this verification before entering into the contract, and keep documentation demonstrating compliance with this federal requirement. 
Our audit found the District did not have an adequate process in place to verify that all parties receiving $25,000 or more in federal funds were not suspended or debarred. The District did not obtain a written certification, include a clause in the contract, or check SAM.gov to verify that two of the five contractors used were not suspended or debarred. The District did not obtain a written certification, include a clause in the contract, or check SAM.gov to verify that two of the five contractors used were not suspended or debarred.
We consider this deficiency in internal controls to be a material weakness that led to material noncompliance.
These issues were not reported as a finding in the prior audit.
Cause of Condition
The District indicated they queried SAM.gov to determine if the contractors were suspended or debarred however they did not retain the print outs documenting the results.  
Effect of Condition
The District did not obtain written certifications, insert a clause into the contracts, or check SAM.gov to verify two of five contractors were not suspended or debarred. 
Without this verification, the District increases its risk of providing federal funds to contractors that are excluded from participating in federal programs. Any payments the District made to an ineligible party would be unallowable, and the federal grantor could potentially recover them. 
We were able to verify the contractors were not suspended or debarred. Therefore, we are not questioning costs for these payments
Recommendation
We recommend the District develop processes and procedures to ensure staff verify contractors’ suspension and debarment status before contracting with them. 
District’s Response
The District agrees with the recommendation from the State Auditor’s Office to strengthen internal controls to ensure compliance with federal suspension and debarment requirements.  The District will formalize a process to check all new contractor’s exclusion records in the System for Award Management (SAM.gov) and to retain copies of those searches in the vendor’s file including those searches where the vendor is not found in the system.

Auditor’s Remarks
We appreciate the District’s commitment to resolve this finding and thank the District for its cooperation and assistance during the audit. We will review the corrective action taken during our next regular audit.

Applicable Laws and Regulations
Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance), section 516, Audit findings, establishes reporting requirements for audit findings.
Title 2 CFR Part 200, Uniform Guidance, section 303, Internal controls, describes the requirements for auditees to maintain internal controls over federal programs and comply with federal program requirements.
The American Institute of Certified Public Accountants defines significant deficiencies and material weaknesses in its Codification of Statements on Auditing Standards, section 935, Compliance Audits, paragraph 11.
Title 2 CFR Part 180, OMB Guidelines on Agencies on Government Wide Department and Suspension (Nonprocurement) establishes non-procurement debarment and suspension regulations implementing Executive Orders 12549 and 12689.
",N,942119,1,,
34273,245543,2021,2021-002,"2021-002
Direct Programs – Department of Education
Federal Financial Assistance Listing:  84.425E, 84.425F
COVID – 19:  Higher Education Emergency Relief Student Aid Portion, COVID – 19:  Higher Education Emergency Relief Institutional Portion
Reporting
Material Weakness in Internal Controls over Compliance


Criteria:
The CARES Act 18004(e) and the CRRSAA 314(e) requires an institution receiving funds under HEERF I and HEERF II to submit a report to the secretary, at such time in such a manner as the secretary may require.  

Condition:
During our testing over the reporting for the HEERF student and institutional Funds, the reports that were required to be filed during the fiscal year were not filed by the required timeframe.

Cause:
The University did not have an adequate control system in place to ensure that the reports required to be filed for HEERF student and institutional funds were filed timely.  

Effect:
The reports required to be filed for the HEERF Student and Institutional funds were not filed timely.

Questioned Costs:
None

Context/Sampling:
All reports required to be filed during the year for the HEERF student and institutional funds were tested (a total of 6 reports were filed during the fiscal year).

Repeat Finding from Prior Year(s):
No.

Recommendation:
Management should have a process in place to ensure that all reports are filed within the required timeframe.

Views of Responsible Officials
Management agrees with the finding.
",N,922379,1,,
34274,245543,2021,2021-001,"2021-001
Direct Programs – Department of Education
Federal Financial Assistance Listing: 84.007, 84.033, 84.063, 84.038, 84.268, 84.379
Student Financial Aid Cluster
Special Tests and Provisions: NSLDS Withdrawal Date
Significant Deficiency in Internal Controls over Compliance

Criteria:
34 CFR section 685.309 states that an Institution shall ensure that all information reported to the Department of Education is within the required time frame.  The NSLDS Enrollment Reporting Guide further states that the information that is reported to the Department of Education is accurate in addition to timely.

Condition:
During our testing of students that were disbursed financial aid during the 2020-21 school year, there were four instances in which the students’ status change date per University records did not match the dates reported to NSLDS.

Cause:
The withdrawal date was incorrectly reported to NSLDS.

Effect:
The withdrawal date for 4 of the 45 students sampled for Status Change testing was reported incorrectly to NSLDS. 

Questioned Costs:
None

Context/Sampling:
A non-statistical sample of 45 students out of 224 students were selected for testing. 

Repeat Finding from Prior Year(s):
Yes, see finding 2020-001.

Recommendation:
We recommend that the University implement a control process in which the NSLDS system is updated between the Registrar’s office and the Student Financial Aid’s office. The University should also periodically monitor this process to ensure that it is working effectively.

Views of Responsible Officials
Management agrees with the finding.
",N,922379,1,,
37833,253404,2021,2021-001,"Major Program
CFDA 66.468 EPA Drinking Water State Revolving Loan Fund Cluster

2021-001 WRITTEN POLICIES NEED ADDITIONAL ELEMENTS

Criteria
Written policies, procedures, and standards of conduct are required by 2 CFR 200, Subparts D and E (2 CFR sections 200.300 and 200.400, respectively). The regulations require that the Water System follow their written policies and procedures, including procurement and purchasing, and that they must comply with federal regulations for such transactions and contracts.

The following sections of the Uniform Guidance require nonfederal entities that receive federal awards, including subrecipients of states, to establish written policies, procedures, or standards of conduct:
•	Financial management (200.302)
•	Payment (200.305)
•	General procurement standards (200.318)
•	Competition (200.319)
•	Methods of procurement to be followed (200.320)
•	Cost price analysis on items for procurement actions in excess of simplified acquisition threshold (200.323)
•	Suspension and debarment (180.220)

Condition
In 2021, the Water System’s written policies, procedures, and standards of conduct, specifically applicable for this major federal award program, did not include all procedures covering procurement and purchasing. Although the Water System appears to have acted in a manner that ensured compliance with other requirements, the written policies do not appear to include sufficient details to clearly address all of the elements required by federal regulations. 

Cause
The regulations are complex.

Effect
While it appears that the Water System has complied with other compliance requirements, the lack of sufficient written policies and procedures could lead to other instances of noncompliance.

Questioned Costs
I did not identify any questioned costs.

Perspective
The condition is a systemic problem. The project has a budget of $1,150,000. This is funded under the loan program, where the Water System is a subrecipient of funds flowing through Louisiana Department of Health. 

First Year
2021

Recommendation
I recommend that the Water System compare written policies and procedures to federal regulations and include further details where necessary to ensure compliance with the regulations requiring written policies and to prevent noncompliance with other regulations.

Views of Responsible Officials
The Atlanta Water System, Inc. had written policies. These policies were being followed and we felt we were complying with state and federal requirements for procurement and purchasing.  Upon being made aware policies were required to be written in greater detail related to federal regulations, we amended our written policies and procedures to include such language as required.

Status
Corrected by adding requirements to written policies and procedures.
",N,933929,1,,
37643,23052,2021,2021-003,"Finding 2021-003 - Reporting
Assistance Listing Number: 93.224 (Covid and Non Covid) and 93.247
Federal Agency: US Department of Health and Human Services, Health Center Program Cluster and Advanced Nursing Education Workforce Grant Program
Federal Award Number: H80CS00531/ H8DCS36406/ H8ECS38478 and 1T14HP33196 
Federal Award Year: Various
Pass-Through Entity: Not applicable
Criteria: The Center is required to submit quarterly expenditure reports that are within allowed award limits and expenditures reconciled timely to the general ledger. 
Questioned Cost: None
Condition: One of the grants was inadvertently overdrawn by $46,118 above the award amount. The funds were deferred and reduced by the next draw down in the next fiscal year. In addition, several grants had adjustments or reallocation of expenditures subsequent to the filing, therefore, expenditures did not reconcile between the general ledger and reported amounts. 
Context: Our population included all annual reports. Our sample included four federal financial reports. This was not a statistically valid sample. 
Effect: Overdrawn grant funds and inaccurate reporting
Cause: Inadvertent error for the overdraw. Other reconciling differences were caused by subsequent analysis and adjustments. 
Recommendation: The Center should have procedures in place to ensure that reports are completed accurately in accordance with requirements. 
Views of Responsible Officials and Planned Corrective Actions: Management is in agreement with the recommendation.  The Center is working to implement controls that will reduce the likelihood of similar errors in the future.  Moving forward as part of the quarterly and annual close processes, the grant accountant will reconcile information submitted on the Federal Financial Reports to the general ledger to ensure that there are no discrepancies.  The Center is also pursuing grants management education for all finance members.
Contact Person Responsible for Corrective Action: The Director of Finance and Revenue Cycle, Dheera Lingamallu, will be responsible for this review.
Anticipated Completion Date: The planned anticipated completion date for this review is June 30, 2022.
",N,930561,1,,
