ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1435577,116742021,2021,11674,09/30/2021 00:00:00,S,A,,N,132612524,,N,073279945,"FUND FOR THE CITY OF NEW YORK, INC.",121 6TH AVENUE,,NEW YORK,NY,10013,LISETTE NIEVES,PRESIDENT,2129256675,,LNIEVES@FCNY.ORG,06/24/2022 09:08:24,LISETTE NIEVES-PRESIDENT,SOBEL & CO LLC,293 EISENHOWER PARKWAY,,LIVINGSTON,NJ,07039,TARA DEL GAVIO,PARTNER,9739949494,,TARA.DELGAVIO@SOBELCOLLC.COM,06/23/2022 17:21:34,,O,,U,N,N,N,N,U,750000,Y,,10285063,,N,N,N,N,N,N,,16,06/24/2022 00:00:00,06/28/2022 01:30:04,,N,909,1,x00,06/24/2022 00:00:00,,N,LISETTE NIEVES,PRESIDENT,06/24/2022 00:00:00,221430039,N,,N,N,,,,,Non-profit,UG,,07/05/2022 12:38:06,07/07/2022 10:24:59,N,G,10/01/2020 00:00:00,,,,US
1409637,1517342021,2021,151734,06/30/2021 00:00:00,S,A,,N,416000507,,N,,"INDEPENDENT SCHOOL DISTRICT #129, MONTEVIDEO, MINNESOTA",2001 WILLIAMS AVENUE,,MONTEVIDEO,MN,56265,ADAM SPRAY,CHIEF SCHOOL BUSINESS OFFICIAL,3202698833,,ADAMS@MONTEVIDEOSCHOOLS.ORG,12/21/2021 16:59:44,ADAM SPRAY-CHIEF SCHOOL BUSINESS OFFICIAL,"DANA F. COLE & COMPANY, LLP","590 S. HWY 29, SUITE 1",,MONTEVIDEO,MN,56265,NANCY AAGESEN,PARTNER,3203211571,,AAGESEN@DANACOLE.COM,12/21/2021 18:00:07,,O,,U,Y,N,N,N,U,750000,N,,2550812,,N,N,N,N,N,N,,84,12/21/2021 00:00:00,12/27/2021 01:30:03,,N,505,1,x00,12/21/2021 00:00:00,,N,ADAM SPRAY,CHIEF SCHOOL BUSINESS OFFICIAL,12/21/2021 00:00:00,470526649,N,,Y,N,,,,,Local government,UG,,01/09/2022 14:32:54,01/13/2022 10:51:06,N,G,07/01/2020 00:00:00,,,,US
1417711,2524942021,2021,252494,06/30/2021 00:00:00,S,A,,N,226002037,,N,,LITTLE FALLS BOARD OF EDUCATION,32 STEVENS AVE.,,LITTLE FALLS,NJ,07424,MELISSA SANZARI-STEVENS,SCHOOL BUSINESS ADMINISTRATOR,9732567371,,MSTEVENS@LFSCHOOLS.ORG,03/10/2022 07:34:57,MELISSA SANZARI-STEVENS-SCHOOL BUSINESS ADMINISTRATOR,"LERCH, VINCI & HIGGINS, LLP",17-17 ROUTE 208 NORTH,,FAIR LAWN ,NJ,07410,PAUL J. LERCH,PARTNER,2017917100,,PLERCH@LVHCPA.COM,03/10/2022 07:02:16,,O,,U,N,N,N,N,U,750000,N,,1123949,,N,N,N,N,N,N,,84,03/10/2022 00:00:00,03/12/2022 01:30:04,,N,888,1,x00,03/10/2022 00:00:00,,N,MELISSA SANZARI-STEVENS,SCHOOL BUSINESS ADMINISTRATOR,03/10/2022 00:00:00,223015339,N,,N,N,,,,,Local government,UG,,03/12/2022 14:41:13,03/17/2022 08:13:30,N,G,07/01/2020 00:00:00,,,,US
1416468,2508822021,2021,250882,09/30/2021 00:00:00,S,A,,N,550566290,,N,087571733,EASTERN OHIO REGIONAL TRANSIT AUTHORITY,21 SOUTH HURON STREET,,WHEELING,WV,26003,LISA WEISHAR,EXECUTIVE DIRECTOR,3042322190,,WEISHAR@OVRTA.ORG,03/10/2022 09:22:25,MELISSA WEISHAT-EXECUTIVE DIRECTOR,"KEITH FABER, AUDITOR OF STATE",88 EAST BROAD STREET,,COLUMBUS,OH,43215,SHANE M. STATLER,CHIEF AUDITOR,7405943300,,DCF-SOUTHEAST@OHIOAUDITOR.GOV,03/10/2022 07:12:28,,O,,U,N,Y,N,N,U,750000,N,,1129646,,N,N,N,N,N,N,,20,03/10/2022 00:00:00,03/12/2022 01:30:04,,N,406,1,x00,03/10/2022 00:00:00,,N,MELISSA WEISHAT,EXECUTIVE DIRECTOR,03/10/2022 00:00:00,311334820,Y,,N,N,,,,,Local government,UG,,,,,,10/01/2020 00:00:00,,,,US
1394975,107592021,2021,10759,06/30/2021 00:00:00,S,A,,N,131641075,,N,544552435,"NATIONAL BUREAU OF ECONOMIC RESEARCH, INC.",1050 MASSACHUSETTS AVENUE,,CAMBRIDGE,MA,021385359,KELLY HORAK,CONTROLLER,6178682742,,HORAK@NBER.ORG,10/07/2021 15:31:22,KELLY HORAK-CONTROLLER,"AAFCPAS, INC.",50 WASHINGTON STREET,,WESTBOROUGH,MA,01581,CHARLES WEBB,PARTNER,5083669100,,CWEBB@AAFCPA.COM,10/05/2021 11:53:47,,O,,U,N,N,N,N,U,766825,Y,,25553739,,N,N,N,N,N,N,,93,10/07/2021 00:00:00,10/13/2021 01:30:03,,N,909,1,x00,10/07/2021 00:00:00,,N,KELLY HORAK,CONTROLLER,10/07/2021 00:00:00,042571780,N,,N,N,,,,,Non-profit,UG,,10/13/2021 11:39:05,10/14/2021 07:29:22,N,G,07/01/2020 00:00:00,,,,US
1409726,2518072021,2021,251807,06/30/2021 00:00:00,S,A,,N,237109141,,N,,STRATEGIC OHIO COUNCIL FOR HIGHER EDUCATION,3155 RESEARCH BLVD. SUITE 204,,DAYTON,OH,454204015,CASSIE BARLOW,PRESIDENT,9372588890,,CASSIE.BARLOW@SOCHE.ORG,12/21/2021 16:43:49,CASSIE BARLOW-PRESIDENT,"CLARK, SCHAEFER, HACKETT & CO.","10100 INNOVATION DRIVE, SUITE 400",,DAYTON,OH,45342,DAVID COOMER,SHAREHOLDER,9372250070,,DCOOMER@CSHCO.COM,12/21/2021 09:19:28,,O,,U,N,N,N,N,U,750000,Y,,2647482,,N,N,N,N,N,N,,12,12/22/2021 00:00:00,12/27/2021 01:30:03,,N,888,1,x00,12/22/2021 00:00:00,,N,CASSIE BARLOW,PRESIDENT,12/22/2021 00:00:00,310800053,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2020 00:00:00,,,,US
1417423,2064352021,2021,206435,09/30/2021 00:00:00,S,A,,N,621599670,,N,806634093,"BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES, INC",1003 MONROE AVENUE ,,MEMPHIS,TN,38104,LEANNE SMITH,"VP, FINANCIAL AND BUSINESS SERVICES",9015722440,,LEANNE.SMITH@BAPTISTU.EDU,02/09/2022 17:30:52,"LEANNE SMITH-VP, FINANCIAL SERVICES","DELOITTE & TOUCHE, LLP",6075 POPLAR AVENUE SUITE 350,,MEMPHIS,TN,38119,ANDREW WARREN,AUDIT MANAGING DIRECTOR,6153134332,,GWARREN@DELOITTE.COM,02/10/2022 14:05:43,,O,,U,N,N,N,N,U,750000,Y,,11502357,,N,N,N,N,N,N,,84,02/10/2022 00:00:00,02/12/2022 01:30:04,,N,904,1,x00,02/10/2022 00:00:00,,N,LEANNE SMITH,"VP, FINANCIAL SERVICES",02/10/2022 00:00:00,133891517,N,,N,N,,,,,Institution of higher education (IHE),UG,03440300,02/13/2022 15:05:19,02/17/2022 09:46:06,N,B,10/01/2020 00:00:00,,,,US
1412178,2288452021,2021,228845,09/30/2021 00:00:00,S,A,,N,510564672,,N,969275911,COMMUNITY APARTMENTS CORPORATION OF HAYWOOD COUNTY,353 E. SIX FORKS ROAD SUITE 300,,RALEIGH,NC,27609,LISA PARDUE,DIRECTOR OF HOUSING SERVICES,3362734404,,,04/28/2022 15:56:07,LISA PARDUE-DIRECTOR OF HOUSING,"APPLE, KOCEJA & ASSOCIATES, PA",445 DOLLEY MADISON ROAD SUITE 202,,GREENSBORO,NC,27410,BRETT KOCEJA,SHAREHOLDER,3368544277,,BRETT@AKACPA.COM,04/22/2022 18:47:33,,O,,U,N,N,N,N,U,750000,Y,,1487934,,N,N,N,N,N,N,,14,04/28/2022 00:00:00,05/03/2022 01:30:04,,N,903,1,x00,04/28/2022 00:00:00,,N,LISA PARDUE,DIRECTOR OF HOUSING,04/28/2022 00:00:00,561793406,N,,N,N,,,,,Non-profit,UG,,,,,,10/01/2020 00:00:00,,,,US
1437338,2278982021,2021,227898,12/31/2021 00:00:00,S,A,,N,611164775,,N,035344733,THE HEALING PLACE INC. AND SUBSIDIARIES,1020 WEST MARKET STREET,,LOUISVILLE,KY,40202,MATT MCGARVEY,CHIEF FINANCIAL OFFICER,5025854848,,MATT.MCGARVEY@THEHEALINGPLACE.ORG,06/28/2022 14:23:53,MATT MCGARVEY-CHIEF FINANCIAL OFFICER,STROTHMAN AND COMPANY,"325 WEST MAIN STREET, 1600 WATERFRONT PLAZA",,LOUISVILLE,KY,40202,BILL MEYER,MANAGING PARTNER,5025851600,,BMEYER@STROTHMAN.COM,07/03/2022 09:40:51,,O,,Q,N,N,N,N,U,750000,N,,1672228,,N,N,N,N,N,N,,64,07/03/2022 00:00:00,07/08/2022 01:30:03,,N,908,1,x00,07/03/2022 00:00:00,,N,MATT MCGARVEY,CHIEF FINANCIAL OFFICER,07/03/2022 00:00:00,611191655,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2021 00:00:00,,,,US
1441611,1646852021,2021,164685,06/30/2021 00:00:00,S,A,,N,346002019,,N,789460693,NEWTON FALLS EXEMPTED VILLAGE SCHOOL DISTRICT,909 1/2 MILTON BLVD.,,NEWTON FALLS,OH,44444,TERRY ARMSTRONG,TREASURER,3308720862,,ARMSTRONGT@NFSCHOOLS.ORG,09/30/2022 06:20:11,TERRY ARMSTRONG-TERRY ARMSTRONG,"KEITH FABER, AUDITOR OF STATE OF OHIO",88 E. BROAD STREET,,COLUMBUS,OH,43215,ERIK HOLESKO,SENIOR AUDIT MANAGER,3307979900,,ETHOLESKO@OHIOAUDITOR.GOV,09/29/2022 15:41:55,,O,,U,Y,N,Y,N,U,750000,Y,,1302233,,N,N,N,N,N,N,,84,09/30/2022 00:00:00,10/08/2022 01:30:11,,N,505,1,x00,09/30/2022 00:00:00,,N,TERRY ARMSTRONG,TERRY ARMSTRONG,09/30/2022 00:00:00,311334820,N,,Y,N,,,,,Local government,UG,,10/12/2022 11:35:22,10/13/2022 09:11:38,N,G,07/01/2020 00:00:00,,,,US
