ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1317966,1707672019,2019,170767,06/30/2019 00:00:00,S,A,,N,576000488,,N,126061936,HAMPTON COUNTY SCHOOL DISTRICT TWO,PO BOX 1028,,ESTILL,SC,29918,LAKISHA YOUMANS,DIRECTOR OF FINANCE,8036255012,,YOUMLAK@HAMPTON2.K12.SC.US,12/05/2019 16:58:52,LAKISHA YOUMANS-DIRECTOR OF FINANCE,"MCABEE, SCHWARTZ, HALLIDAY & CO.",824 EAST MAIN STREET,,SPARTANBURG,SC,29302,ANDREW P DOBSON,DIRECTOR,8645830886,,ADOBSON@MSHCPA.COM,12/06/2019 15:58:51,,O,,U,N,Y,N,N,U,750000,N,,1923827,,N,N,N,Y,N,N,,12,12/06/2019 00:00:00,01/08/2020 01:30:10,,N,505,1,x00,12/06/2019 00:00:00,,N,LAKISHA YOUMANS,DIRECTOR OF FINANCE,11/20/2019 00:00:00,570925346,Y,,N,N,,,,,Local government,UG,,01/28/2020 08:53:40,01/30/2020 08:57:21,N,G,07/01/2018 00:00:00,,,,US
1326288,2273512019,2019,227351,06/30/2019 00:00:00,S,A,,N,061716448,,N,829029995,"BIRMINGHAM GREEN ADULT DISABILITY SERVICES, INC. 000-HD054",8605 CENTREVILLE ROAD,,MANASSAS,VA,20110,MR. THOMAS DODSON,SENIOR VICE PRESIDENT,7032576237,,TDODSON@BIRMINGHAMGREEN.ORG,02/26/2020 12:12:25,THOMAS DODSON-SVP,WALKER HEALTHCARE SERVICES GROUP CPAS,2707 BRAMBLETON AVENUE,,ROANOKE,VA,24015,RUSSELL SHORES,PARTNER,5407722709,,RSHORES@KING-SHORESCPAS.COM,02/24/2020 10:30:41,,O,,U,N,N,N,N,U,750000,Y,,1460933,,N,N,N,N,N,N,,14,02/26/2020 00:00:00,03/07/2020 01:30:05,,N,903,1,x00,02/26/2020 00:00:00,,N,THOMAS DODSON,SVP,02/26/2020 00:00:00,541643141,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2018 00:00:00,,,,US
1341679,1833572019,2019,183357,12/31/2019 00:00:00,S,A,,N,351641643,,N,791279636,FORT WAYNE - ALLEN COUNTY AIRPORT AUTHORITY,"LT. PAUL BAER TERMINAL, SUITE 200",,FORT WAYNE,IN,468093194,DOUG ROBERTSON,FINANCE MANAGER,2607474146,,DROBERTSON@FWAIRPORT.COM,07/15/2020 10:14:23,DOUG ROBERTSON-CONTROLLER,"BKD, LLP","200 EAST MAIN STREET, SUITE 700",,FORT WAYNE,IN,468021900,MICHAEL EARLS,PARTNER,2604604000,,MEARLS@BKD.COM,07/14/2020 20:03:21,,O,,U,N,N,N,N,U,750000,N,,4989777,,N,N,N,N,N,N,,20,07/15/2020 00:00:00,07/17/2020 01:30:07,,N,401,1,x00,07/15/2020 00:00:00,,N,DOUG ROBERTSON,CONTROLLER,07/15/2020 00:00:00,440160260,N,,N,N,,,,,Local government,UG,,,,,,01/01/2019 00:00:00,,,,US
1336645,2239532019,2019,223953,12/31/2019 00:00:00,S,A,,N,841638773,,N,,OAK HOUSING OF NY CORP. ,1219 NORTH FOREST ROAD,,WILLIAMSVILLE,NY,14221,ANNE STONE,CFO,7166348132,,ASTONE@PEOPLE-INC.ORG,05/01/2020 11:40:59,ANNE STONE-CFO,"BRYANS & GRAMUGLIA CPAS, LLC","1 PINE WEST PLAZA, SUITE 107",,ALBANY,NY,12205,ROBERT GRAMUGLIA,PARTNER,5184528055,,RGRAMUGLIA@BGCPA.NET,04/30/2020 16:51:16,,O,,U,N,N,N,N,U,750000,Y,,4883629,,N,N,N,N,N,N,,14,05/01/2020 00:00:00,05/13/2020 01:30:11,,N,903,1,x00,05/01/2020 00:00:00,,N,ANNE STONE,CFO,05/01/2020 00:00:00,202954888,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2019 00:00:00,,,,US
1337129,2239302019,2019,223930,12/31/2019 00:00:00,S,A,,N,912171539,,N,614526890,PROVIDENCE ST. ELIZABETH ASSOCIATION ,3201 SW GRAHAM STREET ,,SEATTLE,WA,98126,DANILO MAGNO,DIRECTOR OF FINANCE SUPPORTIVE HOUSING,4256873688,,DANILO.MAGNO@PROVIDENCE.ORG,04/20/2020 12:50:45,DANILO MAGNO-DIRECTOR OF FINANCE PROVIDENCE SUPPORTIVE HOUSING,"LOVERIDGE HUNT & CO.,PLLC",14725 SE 36TH STREET SUITE 401,,BELLEVUE,WA,980061606,SAI CHEUNG,AUDIT MANAGER,4254532088,,SCHEUNG@LOVERIDGEHUNTCPA.COM,04/17/2020 19:40:24,,O,,U,N,N,N,N,U,750000,Y,,7091211,,N,N,N,N,N,N,,14,04/20/2020 00:00:00,05/08/2020 01:30:07,,N,903,1,x00,04/20/2020 00:00:00,,N,DANILO MAGNO,DIRECTOR OF FINANCE PROVIDENCE SUPPORTIVE HOUSING,04/20/2020 00:00:00,911347576,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2019 00:00:00,,,,US
1344359,2141862019,2019,214186,12/31/2019 00:00:00,P,A,,N,752294531,,N,,"ADVANCE CHILD CARE, INC.",523 W 1ST AVE,,CORSICANA,TX,75110,MAX TAYLOR,CEO,9038725231,,MAXT@ADVCC.ORG,08/03/2020 18:26:26,MAX TAYLOR-CEO,GOMEZ & COMPANY ,5177 RICHMOND AVE,,HOUSTON,TX,77056,BENJAMIN GOMEZ,CPA,7136665900,,BEN@GOMEZANDCO.COM,08/04/2020 11:31:36,,O,,U,N,N,N,N,U,750000,N,,16003434,,N,N,N,N,N,N,,10,08/04/2020 00:00:00,08/06/2020 01:30:08,,N,908,1,X,08/04/2020 00:00:00,,N,MAX TAYLOR,CEO,08/04/2020 00:00:00,760225893,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2019 00:00:00,,,,US
1328616,2117992019,2019,211799,06/30/2019 00:00:00,S,A,,N,521744007,,N,,CITY OF BALTIMORE DEVELOPMENT CORPORATION ,"36 S. CHARLES ST., #2100",,BALTIMORE,MD,212013015,JEFFREY PILLAS,CFO,4108379305,,JPILLAS@BALTIMOREDEVELOPMENT.COM,02/05/2020 08:49:46,JEFFREY PILLAS-VICE PRESIDENT,"K.L. HOFFMAN & COMPANY, PC","2809 BOSTON ST., #107",,BALTIMORE,MD,212244815,"KAREN L. HOFFMAN, CPA",PRESIDENT,4439901005,,KAREN@KLHOFFMANANDCOMPANY.COM,02/05/2020 08:23:52,,O,,U,Y,N,N,N,U,750000,N,,2252555,,N,N,N,Y,Y,N,,11,02/05/2020 00:00:00,02/28/2020 01:30:06,,N,909,1,x11x15,02/05/2020 00:00:00,,N,JEFFREY PILLAS,VICE PRESIDENT,02/05/2020 00:00:00,831053015,N,,Y,N,,,,,Non-profit,UG,,,,,,07/01/2018 00:00:00,,,,US
1331365,2444832019,2019,244483,09/30/2019 00:00:00,S,A,,N,561500678,,N,792121238,"ALICE AYCOCK POE CENTER FOR HEALTH EDUCATION, INC. ",224 SUNNYBROOK ROAD,,RALEIGH,NC,27610,ANN ROLLINS,EXECUTIVE DIRECTOR,9192314006,,A.ROLLINS@POEHEALTH.ORG,02/28/2020 12:02:35,ANN ROLLINS-EXECUTIVE DIRECTOR,CLIFTONLARSONALLEN LLP,"4601 SIX FORKS ROAD, SUITE 350",,RALEIGH,NC,27609,MICHELE PRATT,PARTNER,9192398549,,MICHELE.PRATT@CLACONNECT.COM,02/28/2020 10:55:13,,O,,U,N,N,N,N,U,750000,N,,1045611,,N,N,N,N,Y,N,,10,02/28/2020 00:00:00,03/11/2020 01:30:07,,N,888,1,x10x00,02/28/2020 00:00:00,,N,ANN ROLLINS,EXECUTIVE DIRECTOR,02/28/2020 00:00:00,410746749,N,,N,N,,,,,Non-profit,UG,,,,,,10/01/2018 00:00:00,,,,US
1323276,1343662019,2019,134366,06/30/2019 00:00:00,S,A,,N,943143920,,N,606805612,GATEWAY UNIFIED SCHOOL DISTRICT,4411 MOUNTAIN LAKES BLVD. ,,REDDING ,CA,96003,STEVE HENSON,DIRECTOR OF BUSINESS SERVICES,5302457915,,SHENSON@GWUSD.ORG,01/08/2020 11:28:20,STEVE HENSON-DIRECTOR OF BUSINESS SERVICES,"HORTON MCNULTY & SAETEURN, LLP","55 INDEPENDENCE CIRCLE, SUITE 102",,CHICO,CA,95973,KALAH M. HORTON,PARTNER,5305887427,,KALAH.HORTON@HMS-CPAS.COM,01/07/2020 22:24:29,,O,,U,Y,N,N,N,U,750000,Y,,3421552,,N,N,N,N,N,N,,84,01/08/2020 00:00:00,02/13/2020 01:30:09,,N,505,1,x00,01/08/2020 00:00:00,,N,STEVE HENSON,DIRECTOR OF BUSINESS SERVICES,01/08/2020 00:00:00,832061628,N,,Y,N,,,,,Local government,UG,,02/13/2020 14:49:45,02/20/2020 10:14:18,N,G,07/01/2018 00:00:00,,,,US
1309116,2411712019,2019,241171,06/30/2019 00:00:00,S,A,,N,454773481,,N,066698302,TRANSIT AUTHORITY OF CENTRAL KENTUCKY,1209 N. DIXIE HIGHWAY,,ELIZABETHTOWN,KY,42701,JOE REDMON,EXECUTIVE DIRECTOR,2707652612,,JREDMON@TACKTRANSIT.ORG,12/04/2019 14:14:52,JOE REDMON-EXECUTIVE DIRECTOR,"JONES & ASSOCIATES CPAS, PSC","2808 PALUMBO DRIVE, SUITE 101",,LEXINGTON,KY,40509,JUDY LAND JONES,MANAGING PARTNER,8596870303,,JUDY.JANDACPAS@GMAIL.COM,12/04/2019 13:55:34,,O,,U,N,N,N,N,Q,750000,Y,,1382849,,N,Y,N,Y,N,N,,20,12/04/2019 00:00:00,12/14/2019 01:30:09,,N,888,1,x00x20,12/04/2019 00:00:00,,N,JOE REDMON,EXECUTIVE DIRECTOR,11/20/2019 00:00:00,611305192,N,,N,N,,,,,Local government,UG,,,,,,07/01/2018 00:00:00,,,,US
